pl_name,disc_year,discoverymethod
"Kepler-565 b",2016,"Transit"
"Kepler-832 b",2016,"Transit"
"Kepler-561 b",2016,"Transit"
"Kepler-800 b",2016,"Transit"
"Kepler-552 b",2016,"Transit"
"Kepler-816 b",2016,"Transit"
"Kepler-965 b",2016,"Transit"
"Kepler-913 b",2016,"Transit"
"Kepler-562 b",2016,"Transit"
"Kepler-822 b",2016,"Transit"
"Kepler-563 b",2016,"Transit"
"Kepler-948 b",2016,"Transit"
"Kepler-943 b",2016,"Transit"
"Kepler-852 b",2016,"Transit"
"Kepler-964 b",2016,"Transit"
"Kepler-968 b",2016,"Transit"
"Kepler-1050 b",2016,"Transit"
"Kepler-983 b",2016,"Transit"
"Kepler-987 b",2016,"Transit"
"Kepler-989 b",2016,"Transit"
"Kepler-997 b",2016,"Transit"
"Kepler-991 b",2016,"Transit"
"Kepler-809 b",2016,"Transit"
"Kepler-941 b",2016,"Transit"
"Kepler-972 b",2016,"Transit"
"Kepler-973 b",2016,"Transit"
"Kepler-990 c",2016,"Transit"
"Kepler-998 b",2016,"Transit"
"Kepler-959 b",2016,"Transit"
"Kepler-888 b",2016,"Transit"
"Kepler-994 b",2016,"Transit"
"Kepler-966 b",2016,"Transit"
"Kepler-760 c",2016,"Transit"
"Kepler-464 b",2016,"Transit"
"Kepler-993 b",2016,"Transit"
"Kepler-1043 b",2016,"Transit"
"Kepler-1027 b",2016,"Transit"
"TRAPPIST-1 b",2016,"Transit"
"Kepler-895 b",2016,"Transit"
"WASP-124 b",2016,"Transit"
"WASP-139 b",2016,"Transit"
"Kepler-762 b",2016,"Transit"
"HD 128356 b",2016,"Radial Velocity"
"XO-6 b",2016,"Transit"
"WASP-76 b",2016,"Transit"
"WASP-90 b",2016,"Transit"
"HD 87646 b",2016,"Radial Velocity"
"Kepler-775 b",2016,"Transit"
"HD 147873 c",2016,"Radial Velocity"
"Kepler-1169 b",2016,"Transit"
"Kepler-1150 b",2016,"Transit"
"Kepler-1061 b",2016,"Transit"
"Kepler-1073 c",2016,"Transit"
"Kepler-1062 b",2016,"Transit"
"Kepler-1087 b",2016,"Transit"
"Kepler-1129 b",2016,"Transit"
"Kepler-1396 b",2016,"Transit"
"Kepler-1200 b",2016,"Transit"
"Kepler-1343 b",2016,"Transit"
"Kepler-1210 b",2016,"Transit"
"Kepler-1399 b",2016,"Transit"
"Kepler-1388 c",2016,"Transit"
"Kepler-1167 b",2016,"Transit"
"Kepler-1293 b",2016,"Transit"
"Kepler-1296 b",2016,"Transit"
"Kepler-1201 b",2016,"Transit"
"Kepler-1400 b",2016,"Transit"
"Kepler-1091 b",2016,"Transit"
"Kepler-1081 b",2016,"Transit"
"Kepler-1401 b",2016,"Transit"
"Kepler-1104 b",2016,"Transit"
"Kepler-1166 b",2016,"Transit"
"Kepler-1124 b",2016,"Transit"
"Kepler-1407 b",2016,"Transit"
"HIP 109600 b",2016,"Radial Velocity"
"Kepler-1154 c",2016,"Transit"
"Kepler-1388 e",2016,"Transit"
"Kepler-1125 b",2016,"Transit"
"Kepler-1413 b",2016,"Transit"
"Kepler-1086 c",2016,"Transit"
"Kepler-1012 b",2016,"Transit"
"Kepler-967 c",2016,"Transit"
"Kepler-968 c",2016,"Transit"
"Kepler-734 b",2016,"Transit"
"Kepler-750 b",2016,"Transit"
"Kepler-750 c",2016,"Transit"
"Kepler-757 b",2016,"Transit"
"Kepler-761 b",2016,"Transit"
"Kepler-763 b",2016,"Transit"
"Kepler-869 b",2016,"Transit"
"Kepler-877 b",2016,"Transit"
"Kepler-932 b",2016,"Transit"
"Kepler-854 b",2016,"Transit"
"Kepler-779 b",2016,"Transit"
"Kepler-878 b",2016,"Transit"
"Kepler-855 b",2016,"Transit"
"Kepler-824 b",2016,"Transit"
"Kepler-879 b",2016,"Transit"
"Kepler-856 b",2016,"Transit"
"Kepler-818 b",2016,"Transit"
"Kepler-914 b",2016,"Transit"
"Kepler-857 b",2016,"Transit"
"Kepler-851 b",2016,"Transit"
"Kepler-807 b",2016,"Transit"
"Kepler-826 b",2016,"Transit"
"Kepler-927 b",2016,"Transit"
"Kepler-862 b",2016,"Transit"
"Kepler-836 b",2016,"Transit"
"Kepler-860 b",2016,"Transit"
"Kepler-873 b",2016,"Transit"
"Kepler-874 b",2016,"Transit"
"Kepler-936 b",2016,"Transit"
"Kepler-863 b",2016,"Transit"
"Kepler-915 b",2016,"Transit"
"Kepler-949 b",2016,"Transit"
"Kepler-951 b",2016,"Transit"
"Kepler-867 b",2016,"Transit"
"Kepler-833 b",2016,"Transit"
"Kepler-870 b",2016,"Transit"
"Kepler-864 b",2016,"Transit"
"Kepler-865 b",2016,"Transit"
"Kepler-905 b",2016,"Transit"
"Kepler-887 c",2016,"Transit"
"Kepler-871 b",2016,"Transit"
"Kepler-880 b",2016,"Transit"
"Kepler-894 b",2016,"Transit"
"Kepler-882 b",2016,"Transit"
"Kepler-883 b",2016,"Transit"
"Kepler-920 b",2016,"Transit"
"Kepler-929 b",2016,"Transit"
"Kepler-901 b",2016,"Transit"
"Kepler-903 b",2016,"Transit"
"Kepler-937 b",2016,"Transit"
"Kepler-933 b",2016,"Transit"
"Kepler-934 b",2016,"Transit"
"Kepler-947 b",2016,"Transit"
"Kepler-858 b",2016,"Transit"
"Kepler-940 b",2016,"Transit"
"Kepler-912 b",2016,"Transit"
"Kepler-917 b",2016,"Transit"
"Kepler-920 c",2016,"Transit"
"Kepler-967 b",2016,"Transit"
"WASP-113 b",2016,"Transit"
"WASP-114 b",2016,"Transit"
"Kepler-835 b",2016,"Transit"
"Kepler-801 b",2016,"Transit"
"Kepler-744 b",2016,"Transit"
"Kepler-830 b",2016,"Transit"
"Kepler-797 b",2016,"Transit"
"Kepler-758 c",2016,"Transit"
"Kepler-798 b",2016,"Transit"
"Kepler-799 b",2016,"Transit"
"Kepler-589 b",2016,"Transit"
"Kepler-593 b",2016,"Transit"
"Kepler-831 b",2016,"Transit"
"Kepler-581 b",2016,"Transit"
"Kepler-585 b",2016,"Transit"
"Kepler-591 b",2016,"Transit"
"Kepler-812 b",2016,"Transit"
"Kepler-651 b",2016,"Transit"
"Kepler-790 b",2016,"Transit"
"Kepler-615 b",2016,"Transit"
"Kepler-793 b",2016,"Transit"
"Kepler-794 b",2016,"Transit"
"Kepler-802 b",2016,"Transit"
"Kepler-825 b",2016,"Transit"
"Kepler-679 b",2016,"Transit"
"Kepler-777 b",2016,"Transit"
"Kepler-611 b",2016,"Transit"
"Kepler-637 b",2016,"Transit"
"Kepler-639 b",2016,"Transit"
"Kepler-760 b",2016,"Transit"
"Kepler-814 b",2016,"Transit"
"Kepler-605 c",2016,"Transit"
"Kepler-805 b",2016,"Transit"
"Kepler-731 b",2016,"Transit"
"Kepler-712 b",2016,"Transit"
"Kepler-722 b",2016,"Transit"
"Kepler-680 b",2016,"Transit"
"Kepler-616 b",2016,"Transit"
"Kepler-618 b",2016,"Transit"
"Kepler-769 c",2016,"Transit"
"Kepler-712 c",2016,"Transit"
"Kepler-887 b",2016,"Transit"
"Kepler-701 b",2016,"Transit"
"Kepler-740 b",2016,"Transit"
"Kepler-696 b",2016,"Transit"
"Kepler-686 b",2016,"Transit"
"Kepler-785 b",2016,"Transit"
"Kepler-653 c",2016,"Transit"
"Kepler-656 b",2016,"Transit"
"Kepler-682 b",2016,"Transit"
"Kepler-815 b",2016,"Transit"
"Kepler-834 b",2016,"Transit"
"Kepler-907 b",2016,"Transit"
"Kepler-850 b",2016,"Transit"
"Kepler-930 b",2016,"Transit"
"Kepler-978 b",2016,"Transit"
"Kepler-979 b",2016,"Transit"
"Kepler-963 b",2016,"Transit"
"Kepler-752 b",2016,"Transit"
"Kepler-755 b",2016,"Transit"
"Kepler-774 b",2016,"Transit"
"Kepler-808 b",2016,"Transit"
"Kepler-748 b",2016,"Transit"
"Kepler-772 b",2016,"Transit"
"Kepler-776 b",2016,"Transit"
"Kepler-795 b",2016,"Transit"
"Kepler-804 c",2016,"Transit"
"Kepler-481 b",2016,"Transit"
"Kepler-484 b",2016,"Transit"
"Kepler-479 b",2016,"Transit"
"Kepler-498 b",2016,"Transit"
"Kepler-461 b",2016,"Transit"
"Kepler-489 b",2016,"Transit"
"Kepler-411 c",2016,"Transit"
"Kepler-472 b",2016,"Transit"
"Kepler-499 b",2016,"Transit"
"Kepler-1590 b",2016,"Transit"
"Kepler-1492 b",2016,"Transit"
"Kepler-1508 b",2016,"Transit"
"Kepler-717 b",2016,"Transit"
"Kepler-721 b",2016,"Transit"
"Kepler-714 b",2016,"Transit"
"Kepler-813 b",2016,"Transit"
"Kepler-702 b",2016,"Transit"
"Kepler-711 b",2016,"Transit"
"Kepler-673 b",2016,"Transit"
"Kepler-674 b",2016,"Transit"
"Kepler-694 b",2016,"Transit"
"Kepler-675 b",2016,"Transit"
"Kepler-715 b",2016,"Transit"
"Kepler-693 b",2016,"Transit"
"Kepler-685 b",2016,"Transit"
"Kepler-530 b",2016,"Transit"
"Kepler-540 b",2016,"Transit"
"Kepler-548 b",2016,"Transit"
"Kepler-523 b",2016,"Transit"
"Kepler-525 b",2016,"Transit"
"Kepler-788 b",2016,"Transit"
"Kepler-743 b",2016,"Transit"
"Kepler-844 b",2016,"Transit"
"Kepler-845 b",2016,"Transit"
"Kepler-848 b",2016,"Transit"
"Kepler-827 b",2016,"Transit"
"Kepler-828 b",2016,"Transit"
"Kepler-483 b",2016,"Transit"
"Kepler-485 b",2016,"Transit"
"Kepler-516 b",2016,"Transit"
"Kepler-524 b",2016,"Transit"
"Kepler-524 c",2016,"Transit"
"Kepler-737 b",2016,"Transit"
"Kepler-738 b",2016,"Transit"
"Kepler-741 b",2016,"Transit"
"Kepler-764 b",2016,"Transit"
"Kepler-789 b",2016,"Transit"
"Kepler-745 b",2016,"Transit"
"Kepler-758 d",2016,"Transit"
"Kepler-770 d",2016,"Transit"
"Kepler-746 b",2016,"Transit"
"Kepler-796 b",2016,"Transit"
"Kepler-765 b",2016,"Transit"
"Kepler-542 b",2016,"Transit"
"Kepler-549 b",2016,"Transit"
"Kepler-810 b",2016,"Transit"
"Kepler-758 b",2016,"Transit"
"Kepler-80 f",2016,"Transit"
"Kepler-553 c",2016,"Transit"
"Kepler-766 b",2016,"Transit"
"Kepler-770 c",2016,"Transit"
"Kepler-778 b",2016,"Transit"
"Kepler-783 b",2016,"Transit"
"Kepler-784 b",2016,"Transit"
"Kepler-728 b",2016,"Transit"
"Kepler-1534 b",2016,"Transit"
"Kepler-1540 b",2016,"Transit"
"Kepler-1542 b",2016,"Transit"
"Kepler-1542 e",2016,"Transit"
"Kepler-1543 b",2016,"Transit"
"Kepler-1553 b",2016,"Transit"
"Kepler-1585 b",2016,"Transit"
"Kepler-1586 b",2016,"Transit"
"Kepler-732 b",2016,"Transit"
"Kepler-1570 b",2016,"Transit"
"Kepler-1575 b",2016,"Transit"
"Kepler-1522 b",2016,"Transit"
"Kepler-1525 b",2016,"Transit"
"Kepler-1546 b",2016,"Transit"
"Kepler-1547 b",2016,"Transit"
"Kepler-1555 b",2016,"Transit"
"Kepler-605 b",2016,"Transit"
"Kepler-1601 b",2016,"Transit"
"Kepler-1603 b",2016,"Transit"
"Kepler-1443 b",2016,"Transit"
"Kepler-1447 b",2016,"Transit"
"Kepler-1606 b",2016,"Transit"
"Kepler-1429 b",2016,"Transit"
"Kepler-606 b",2016,"Transit"
"Kepler-1593 b",2016,"Transit"
"Kepler-733 b",2016,"Transit"
"Kepler-1641 b",2016,"Transit"
"Kepler-1641 c",2016,"Transit"
"Kepler-572 b",2016,"Transit"
"Kepler-646 b",2016,"Transit"
"Kepler-1587 b",2016,"Transit"
"Kepler-1588 b",2016,"Transit"
"Kepler-1589 b",2016,"Transit"
"Kepler-1613 b",2016,"Transit"
"Kepler-767 b",2016,"Transit"
"Kepler-573 b",2016,"Transit"
"Kepler-1611 b",2016,"Transit"
"Kepler-1618 b",2016,"Transit"
"Kepler-1614 b",2016,"Transit"
"Kepler-1612 b",2016,"Transit"
"Kepler-1631 b",2016,"Transit"
"Kepler-1615 b",2016,"Transit"
"Kepler-1632 b",2016,"Transit"
"Kepler-1639 b",2016,"Transit"
"Kepler-1630 b",2016,"Transit"
"Kepler-769 b",2016,"Transit"
"Kepler-747 b",2016,"Transit"
"Kepler-191 d",2016,"Transit"
"Kepler-650 b",2016,"Transit"
"Kepler-167 d",2016,"Transit"
"Kepler-758 e",2016,"Transit"
"Kepler-704 b",2016,"Transit"
"Kepler-706 b",2016,"Transit"
"Kepler-707 b",2016,"Transit"
"Kepler-724 b",2016,"Transit"
"Kepler-567 b",2016,"Transit"
"Kepler-1456 b",2016,"Transit"
"Kepler-1472 b",2016,"Transit"
"Kepler-1477 b",2016,"Transit"
"Kepler-1473 b",2016,"Transit"
"Kepler-271 d",2016,"Transit"
"Kepler-1417 b",2016,"Transit"
"Kepler-1474 b",2016,"Transit"
"Kepler-1571 b",2016,"Transit"
"Kepler-1440 b",2016,"Transit"
"Kepler-1322 b",2016,"Transit"
"Kepler-1337 b",2016,"Transit"
"Kepler-1502 b",2016,"Transit"
"Kepler-1302 b",2016,"Transit"
"Kepler-1511 b",2016,"Transit"
"Kepler-1311 c",2016,"Transit"
"Kepler-1584 b",2016,"Transit"
"Kepler-1294 b",2016,"Transit"
"Kepler-1297 b",2016,"Transit"
"Kepler-1298 b",2016,"Transit"
"Kepler-1316 b",2016,"Transit"
"Kepler-1335 b",2016,"Transit"
"Kepler-1576 b",2016,"Transit"
"Kepler-1490 b",2016,"Transit"
"Kepler-1512 b",2016,"Transit"
"Kepler-1338 b",2016,"Transit"
"Kepler-1323 b",2016,"Transit"
"Kepler-1498 b",2016,"Transit"
"Kepler-1499 b",2016,"Transit"
"Kepler-1336 c",2016,"Transit"
"Kepler-1355 b",2016,"Transit"
"Kepler-1513 b",2016,"Transit"
"Kepler-1370 b",2016,"Transit"
"Kepler-1360 b",2016,"Transit"
"Kepler-1367 b",2016,"Transit"
"Kepler-1381 b",2016,"Transit"
"Kepler-1383 b",2016,"Transit"
"Kepler-1371 c",2016,"Transit"
"Kepler-1373 b",2016,"Transit"
"Kepler-1397 b",2016,"Transit"
"Kepler-1386 b",2016,"Transit"
"Kepler-1406 b",2016,"Transit"
"Kepler-1554 b",2016,"Transit"
"Kepler-1536 b",2016,"Transit"
"Kepler-1420 b",2016,"Transit"
"Kepler-1544 b",2016,"Transit"
"Kepler-1577 b",2016,"Transit"
"Kepler-1410 b",2016,"Transit"
"Kepler-1426 b",2016,"Transit"
"Kepler-1432 b",2016,"Transit"
"Kepler-1436 b",2016,"Transit"
"Kepler-1579 b",2016,"Transit"
"Kepler-492 b",2016,"Transit"
"Kepler-1507 b",2016,"Transit"
"Kepler-1428 b",2016,"Transit"
"Kepler-1453 b",2016,"Transit"
"Kepler-495 b",2016,"Transit"
"Kepler-1438 b",2016,"Transit"
"Kepler-1465 b",2016,"Transit"
"Kepler-1469 b",2016,"Transit"
"Kepler-1528 b",2016,"Transit"
"Kepler-1550 b",2016,"Transit"
"Kepler-1468 b",2016,"Transit"
"Kepler-1551 b",2016,"Transit"
"Kepler-1479 b",2016,"Transit"
"Kepler-1483 b",2016,"Transit"
"Kepler-1526 b",2016,"Transit"
"Kepler-1442 b",2016,"Transit"
"Kepler-1494 b",2016,"Transit"
"Kepler-1566 b",2016,"Transit"
"Kepler-725 b",2016,"Transit"
"Kepler-653 b",2016,"Transit"
"Kepler-1480 b",2016,"Transit"
"Kepler-1274 b",2016,"Transit"
"Kepler-1275 b",2016,"Transit"
"Kepler-1262 b",2016,"Transit"
"Kepler-1491 b",2016,"Transit"
"Kepler-1284 b",2016,"Transit"
"Kepler-1049 b",2016,"Transit"
"Kepler-1051 b",2016,"Transit"
"Kepler-1076 b",2016,"Transit"
"Kepler-1079 b",2016,"Transit"
"Kepler-1057 b",2016,"Transit"
"Kepler-1065 b",2016,"Transit"
"Kepler-1068 b",2016,"Transit"
"Kepler-1069 b",2016,"Transit"
"Kepler-1099 b",2016,"Transit"
"Kepler-1102 b",2016,"Transit"
"Kepler-1040 b",2016,"Transit"
"Kepler-1058 b",2016,"Transit"
"Kepler-1067 b",2016,"Transit"
"Kepler-1074 b",2016,"Transit"
"Kepler-1078 b",2016,"Transit"
"Kepler-1093 c",2016,"Transit"
"Kepler-1101 b",2016,"Transit"
"Kepler-1106 b",2016,"Transit"
"Kepler-1103 b",2016,"Transit"
"Kepler-1105 b",2016,"Transit"
"Kepler-1107 b",2016,"Transit"
"Kepler-1108 b",2016,"Transit"
"Kepler-1115 b",2016,"Transit"
"Kepler-1119 b",2016,"Transit"
"Kepler-1139 b",2016,"Transit"
"Kepler-1141 b",2016,"Transit"
"Kepler-1142 b",2016,"Transit"
"Kepler-1122 b",2016,"Transit"
"Kepler-1143 b",2016,"Transit"
"Kepler-1186 b",2016,"Transit"
"Kepler-1560 b",2016,"Transit"
"Kepler-1562 b",2016,"Transit"
"Kepler-1182 b",2016,"Transit"
"Kepler-1184 b",2016,"Transit"
"Kepler-1209 b",2016,"Transit"
"Kepler-1198 b",2016,"Transit"
"Kepler-1572 b",2016,"Transit"
"Kepler-1573 b",2016,"Transit"
"Kepler-1230 b",2016,"Transit"
"Kepler-1212 b",2016,"Transit"
"Kepler-1254 b",2016,"Transit"
"Kepler-1259 b",2016,"Transit"
"Kepler-1489 b",2016,"Transit"
"Kepler-1214 b",2016,"Transit"
"Kepler-1500 b",2016,"Transit"
"Kepler-1530 c",2016,"Transit"
"Kepler-154 e",2016,"Transit"
"Kepler-1484 b",2016,"Transit"
"Kepler-1519 b",2016,"Transit"
"Kepler-1532 b",2016,"Transit"
"Kepler-1515 b",2016,"Transit"
"Kepler-157 d",2016,"Transit"
"Kepler-476 b",2016,"Transit"
"Kepler-478 b",2016,"Transit"
"Kepler-1496 b",2016,"Transit"
"Kepler-1497 b",2016,"Transit"
"Kepler-1517 b",2016,"Transit"
"Kepler-1569 b",2016,"Transit"
"Kepler-1608 b",2016,"Transit"
"Kepler-700 b",2016,"Transit"
"Kepler-1065 c",2016,"Transit"
"Kepler-1518 b",2016,"Transit"
"Kepler-1610 b",2016,"Transit"
"Kepler-689 b",2016,"Transit"
"Kepler-557 b",2016,"Transit"
"Kepler-690 b",2016,"Transit"
"Kepler-628 b",2016,"Transit"
"Kepler-1600 b",2016,"Transit"
"Kepler-1326 b",2016,"Transit"
"Kepler-621 b",2016,"Transit"
"Kepler-1620 b",2016,"Transit"
"Kepler-705 b",2016,"Transit"
"Kepler-1646 b",2016,"Transit"
"Kepler-511 b",2016,"Transit"
"Kepler-1539 b",2016,"Transit"
"Kepler-742 b",2016,"Transit"
"Kepler-654 b",2016,"Transit"
"Kepler-1448 b",2016,"Transit"
"Kepler-1451 b",2016,"Transit"
"Kepler-623 b",2016,"Transit"
"Kepler-1592 b",2016,"Transit"
"Kepler-460 c",2016,"Transit"
"Kepler-574 b",2016,"Transit"
"K2-100 b",2016,"Transit"
"Kepler-672 b",2016,"Transit"
"HD 133131 A b",2016,"Radial Velocity"
"K2-24 b",2016,"Transit"
"HIP 109384 b",2016,"Radial Velocity"
"HD 86950 b",2016,"Radial Velocity"
"HIP 41378 b",2016,"Transit"
"HIP 65407 b",2016,"Radial Velocity"
"HIP 65407 c",2016,"Radial Velocity"
"HIP 74890 b",2016,"Radial Velocity"
"K2-27 b",2016,"Transit"
"Kepler-1050 c",2016,"Transit"
"Kepler-1430 b",2016,"Transit"
"Kepler-1084 b",2016,"Transit"
"K2-68 b",2016,"Transit"
"KELT-15 b",2016,"Transit"
"Kepler-1023 b",2016,"Transit"
"K2-72 b",2016,"Transit"
"K2-32 c",2016,"Transit"
"K2-32 d",2016,"Transit"
"K2-74 b",2016,"Transit"
"K2-80 b",2016,"Transit"
"K2-80 c",2016,"Transit"
"K2-28 b",2016,"Transit"
"K2-87 b",2016,"Transit"
"K2-37 c",2016,"Transit"
"K2-48 b",2016,"Transit"
"K2-55 b",2016,"Transit"
"K2-83 b",2016,"Transit"
"K2-85 b",2016,"Transit"
"K2-84 b",2016,"Transit"
"KELT-10 b",2016,"Transit"
"K2-97 b",2016,"Transit"
"K2-89 b",2016,"Transit"
"Kepler-1001 b",2016,"Transit"
"K2-47 b",2016,"Transit"
"K2-66 b",2016,"Transit"
"KELT-4 A b",2016,"Transit"
"Kepler-1227 b",2016,"Transit"
"Kepler-458 c",2016,"Transit"
"Kepler-962 b",2016,"Transit"
"Kepler-916 b",2016,"Transit"
"Kepler-861 b",2016,"Transit"
"Kepler-1034 b",2016,"Transit"
"Kepler-488 b",2016,"Transit"
"Kepler-759 b",2016,"Transit"
"Kepler-906 b",2016,"Transit"
"Kepler-955 b",2016,"Transit"
"Kepler-1221 b",2016,"Transit"
"Kepler-1348 b",2016,"Transit"
"Kepler-1073 b",2016,"Transit"
"Kepler-480 b",2016,"Transit"
"Kepler-527 b",2016,"Transit"
"Kepler-1075 b",2016,"Transit"
"Kepler-522 b",2016,"Transit"
"Kepler-436 c",2016,"Transit"
"Kepler-1384 b",2016,"Transit"
"Kepler-1276 b",2016,"Transit"
"Kepler-1280 b",2016,"Transit"
"Kepler-755 c",2016,"Transit"
"Kepler-1457 b",2016,"Transit"
"Kepler-1111 b",2016,"Transit"
"Kepler-1289 b",2016,"Transit"
"Kepler-1419 b",2016,"Transit"
"Kepler-1422 b",2016,"Transit"
"Kepler-825 c",2016,"Transit"
"Kepler-1307 b",2016,"Transit"
"Kepler-535 b",2016,"Transit"
"Kepler-1194 b",2016,"Transit"
"Kepler-1591 b",2016,"Transit"
"Kepler-1211 b",2016,"Transit"
"Kepler-1135 b",2016,"Transit"
"Kepler-1216 b",2016,"Transit"
"Kepler-1217 b",2016,"Transit"
"Kepler-1336 b",2016,"Transit"
"Kepler-1151 b",2016,"Transit"
"Kepler-1462 b",2016,"Transit"
"Kepler-1466 b",2016,"Transit"
"Kepler-1470 b",2016,"Transit"
"Kepler-641 b",2016,"Transit"
"Kepler-487 b",2016,"Transit"
"Kepler-1604 b",2016,"Transit"
"Kepler-1549 b",2016,"Transit"
"Kepler-1594 b",2016,"Transit"
"Kepler-1475 b",2016,"Transit"
"K2-35 b",2016,"Transit"
"Kepler-154 f",2016,"Transit"
"Kepler-713 b",2016,"Transit"
"Kepler-1418 b",2016,"Transit"
"Kepler-1488 b",2016,"Transit"
"Kepler-1504 b",2016,"Transit"
"Kepler-635 b",2016,"Transit"
"Kepler-718 b",2016,"Transit"
"Kepler-1245 c",2016,"Transit"
"Kepler-953 c",2016,"Transit"
"Kepler-20 g",2016,"Radial Velocity"
"Kepler-599 b",2016,"Transit"
"Kepler-723 b",2016,"Transit"
"Kepler-582 b",2016,"Transit"
"Kepler-342 e",2016,"Transit"
"Kepler-1596 b",2016,"Transit"
"Kepler-698 b",2016,"Transit"
"Kepler-1482 b",2016,"Transit"
"Kepler-829 b",2016,"Transit"
"Kepler-477 b",2016,"Transit"
"OGLE-2015-BLG-0966L b",2016,"Microlensing"
"WASP-123 b",2016,"Transit"
"Kepler-1390 b",2016,"Transit"
"Kepler-1431 b",2016,"Transit"
"Kepler-1510 b",2016,"Transit"
"Kepler-910 b",2016,"Transit"
"Kepler-1037 b",2016,"Transit"
"Kepler-992 b",2016,"Transit"
"Kepler-1097 b",2016,"Transit"
"Kepler-1310 b",2016,"Transit"
"K2-60 b",2016,"Transit"
"rho CrB c",2016,"Radial Velocity"
"HATS-28 b",2016,"Transit"
"HATS-27 b",2016,"Transit"
"HATS-15 b",2016,"Transit"
"GJ 3998 c",2016,"Radial Velocity"
"HATS-12 b",2016,"Transit"
"HD 42618 b",2016,"Radial Velocity"
"Kepler-491 b",2016,"Transit"
"HD 72892 b",2016,"Radial Velocity"
"HD 220842 b",2016,"Radial Velocity"
"HD 221585 b",2016,"Radial Velocity"
"Kepler-773 b",2016,"Transit"
"Kepler-751 b",2016,"Transit"
"Kepler-782 b",2016,"Transit"
"HATS-25 b",2016,"Transit"
"GJ 3998 b",2016,"Radial Velocity"
"HR 2562 b",2016,"Imaging"
"WASP-92 b",2016,"Transit"
"WASP-93 b",2016,"Transit"
"HD 111998 b",2016,"Radial Velocity"
"Kepler-56 d",2016,"Radial Velocity"
"HD 9174 b",2016,"Radial Velocity"
"Kepler-756 b",2016,"Transit"
"HD 165155 b",2016,"Radial Velocity"
"OGLE-2014-BLG-0676L b",2016,"Microlensing"
"HD 30177 c",2016,"Radial Velocity"
"EPIC 220674823 b",2016,"Transit"
"Kepler-849 b",2016,"Transit"
"BD+15 2375 b",2016,"Radial Velocity"
"K2-29 b",2016,"Transit"
"OGLE-2012-BLG-0724L b",2016,"Microlensing"
"HD 214823 b",2016,"Radial Velocity"
"Kepler-1647 b",2016,"Transit"
"Kepler-1048 b",2016,"Transit"
"Kepler-821 b",2016,"Transit"
"Kepler-820 b",2016,"Transit"
"Kepler-1009 b",2016,"Transit"
"Kepler-819 b",2016,"Transit"
"Kepler-811 b",2016,"Transit"
"Kepler-961 b",2016,"Transit"
"Kepler-985 b",2016,"Transit"
"Kepler-804 b",2016,"Transit"
"Kepler-732 c",2016,"Transit"
"Kepler-1019 b",2016,"Transit"
"Kepler-842 b",2016,"Transit"
"Kepler-791 b",2016,"Transit"
"Kepler-486 b",2016,"Transit"
"Kepler-786 b",2016,"Transit"
"Kepler-465 b",2016,"Transit"
"Kepler-960 b",2016,"Transit"
"Kepler-1041 b",2016,"Transit"
"Qatar-3 b",2017,"Transit"
"TRAPPIST-1 e",2017,"Transit"
"Kepler-150 f",2017,"Transit"
"KELT-16 b",2017,"Transit"
"HATS-50 b",2017,"Transit"
"HD 177565 b",2017,"Radial Velocity"
"K2-115 b",2017,"Transit"
"OGLE-2013-BLG-1721L b",2017,"Microlensing"
"GJ 3942 b",2017,"Radial Velocity"
"K2-139 b",2017,"Transit"
"Qatar-6 b",2017,"Transit"
"HATS-23 b",2017,"Transit"
"GJ 3323 b",2017,"Radial Velocity"
"KELT-18 b",2017,"Transit"
"HD 34445 f",2017,"Radial Velocity"
"HD 3167 d",2017,"Transit"
"K2-110 b",2017,"Transit"
"K2-120 b",2017,"Transit"
"K2-116 b",2017,"Transit"
"K2-123 b",2017,"Transit"
"GJ 9827 b",2017,"Transit"
"K2-133 b",2017,"Transit"
"tau Cet h",2017,"Radial Velocity"
"GJ 3293 e",2017,"Radial Velocity"
"HD 208897 b",2017,"Radial Velocity"
"K2-130 b",2017,"Transit"
"K2-132 b",2017,"Transit"
"K2-133 c",2017,"Transit"
"K2-138 b",2017,"Transit"
"KELT-20 b",2017,"Transit"
"KELT-19 A b",2017,"Transit"
"K2-138 d",2017,"Transit"
"KIC 5095269 b",2017,"Eclipse Timing Variations"
"KELT-9 b",2017,"Transit"
"OGLE-2016-BLG-0263L b",2017,"Microlensing"
"OGLE-2016-BLG-1190L b",2017,"Microlensing"
"Qatar-4 b",2017,"Transit"
"Ross 128 b",2017,"Radial Velocity"
"OGLE-2016-BLG-0613L AB b",2017,"Microlensing"
"TRAPPIST-1 g",2017,"Transit"
"MASCARA-1 b",2017,"Transit"
"WASP-91 b",2017,"Transit"
"GJ 273 b",2017,"Radial Velocity"
"WASP-53 c",2017,"Radial Velocity"
"GJ 3138 c",2017,"Radial Velocity"
"YZ Cet c",2017,"Radial Velocity"
"WASP-105 b",2017,"Transit"
"WASP-151 b",2017,"Transit"
"WASP-156 b",2017,"Transit"
"CoRoTID 223977153 b",2017,"Transit"
"WASP-153 b",2017,"Transit"
"HD 34445 d",2017,"Radial Velocity"
"HD 42012 b",2017,"Radial Velocity"
"HATS-51 b",2017,"Transit"
"HD 20794 e",2017,"Radial Velocity"
"HD 27894 d",2017,"Radial Velocity"
"K2-113 b",2017,"Transit"
"K2-127 b",2017,"Transit"
