pl_name,discoverymethod,disc_year
"WASP-94 B b","Radial Velocity",2014
"WASP-43 b","Transit",2011
"WASP-47 e","Transit",2015
"WASP-52 b","Transit",2012
"WASP-56 b","Transit",2012
"Wolf 503 b","Transit",2018
"WASP-54 b","Transit",2012
"WASP-55 b","Transit",2012
"WASP-59 b","Transit",2012
"WASP-60 b","Transit",2012
"WASP-61 b","Transit",2012
"WASP-62 b","Transit",2012
"WASP-63 b","Transit",2012
"gam Lib b","Radial Velocity",2018
"WASP-74 b","Transit",2015
"WASP-72 b","Transit",2012
"kap CrB b","Radial Velocity",2007
"L 98-59 d","Transit",2019
"LHS 1140 b","Transit",2017
"LP 714-47 b","Transit",2020
"LP 791-18 c","Transit",2019
"LTT 3780 b","Transit",2020
"OGLE-2018-BLG-0740L b","Microlensing",2019
"OGLE-2018-BLG-1700L b","Microlensing",2020
"OGLE-TR-111 b","Transit",2004
"PH1 b","Transit",2012
"PSR B0329+54 b","Pulsar Timing",2017
"TOI-561 f","Transit",2020
"WASP-8 c","Radial Velocity",2013
"WISEP J121756.91+162640.2 A b","Imaging",2012
"MOA-2009-BLG-387L b","Microlensing",2010
"MOA-2013-BLG-605L b","Microlensing",2016
"NGC 2682 Sand 978 b","Radial Velocity",2017
"NGTS-10 b","Transit",2020
"PSR J2322-2650 b","Pulsar Timing",2017
"Qatar-1 b","Transit",2010
"TAP 26 b","Radial Velocity",2017
"TIC 237913194 b","Transit",2020
"TOI-1130 c","Transit",2020
"WASP-106 b","Transit",2014
"WASP-118 b","Transit",2016
"WASP-120 b","Transit",2016
"WASP-126 c","Transit Timing Variations",2019
"WASP-131 b","Transit",2016
"WASP-133 b","Transit",2016
"NGTS-2 b","Transit",2018
"OGLE-2007-BLG-349L AB c","Microlensing",2016
"OGLE-2012-BLG-0026L c","Microlensing",2012
"OGLE-2014-BLG-0124L b","Microlensing",2015
"OGLE-2014-BLG-1760L b","Microlensing",2016
"TOI-163 b","Transit",2019
"TOI-178 b","Transit",2021
"TOI-178 d","Transit",2021
"TOI-178 f","Transit",2021
"TOI-178 g","Transit",2021
"OGLE-2015-BLG-0051L b","Microlensing",2016
"TOI-451 b","Transit",2020
"TOI-451 c","Transit",2020
"HD 4308 b","Radial Velocity",2005
"Kepler-1004 b","Transit",2016
"K2-187 e","Transit",2018
"KOI-351 b","Transit",2013
"HD 63765 b","Radial Velocity",2009
"Kepler-30 d","Transit",2012
"K2-58 c","Transit",2016
"Kepler-253 c","Transit",2014
"K2-75 b","Transit",2016
"Kepler-242 b","Transit",2014
"Kepler-193 b","Transit",2014
"Kepler-1148 b","Transit",2016
"Kepler-1013 b","Transit",2016
"Kepler-1225 b","Transit",2016
"Kepler-1273 b","Transit",2016
"Kepler-1247 b","Transit",2016
"Kepler-130 d","Transit",2014
"KIC 10525077 b","Transit",2015
"K2-268 b","Transit",2018
"K2-49 b","Transit",2016
"K2-271 b","Transit",2018
"K2-197 b","Transit",2018
"Kepler-1244 b","Transit",2016
"Kepler-1341 b","Transit",2016
"Kepler-1123 b","Transit",2016
"Kepler-1356 b","Transit",2016
"Kepler-1461 b","Transit",2016
"Kepler-1070 b","Transit",2016
"Kepler-222 b","Transit",2014
"Kepler-274 b","Transit",2014
"Kepler-640 b","Transit",2016
"HD 163607 b","Radial Velocity",2010
"Ross 458 c","Imaging",2010
"HD 125612 b","Radial Velocity",2007
"Kepler-113 c","Transit",2014
"Kepler-1330 b","Transit",2016
"Kepler-129 c","Transit",2014
"Kepler-137 b","Transit",2014
"Kepler-1195 b","Transit",2016
"Kepler-1416 b","Transit",2016
"K2-72 d","Transit",2016
"KMT-2018-BLG-1292L b","Microlensing",2020
"Kepler-1052 b","Transit",2016
"Kepler-1143 c","Transit",2016
"Kepler-1229 b","Transit",2016
"Kepler-218 d","Transit",2016
"Kepler-258 c","Transit",2014
"Kepler-1658 b","Transit",2019
"Kepler-1666 c","Transit",2020
"Kepler-180 c","Transit",2014
"HD 148164 c","Radial Velocity",2018
"K2-21 b","Transit",2015
"K2-165 b","Transit",2018
"K2-219 c","Transit",2018
"HIP 57274 d","Radial Velocity",2011
"Kepler-1241 b","Transit",2016
"Kepler-144 b","Transit",2014
"Kepler-1082 b","Transit",2016
"Kepler-1036 b","Transit",2016
"Kepler-1110 b","Transit",2016
"Kepler-1305 b","Transit",2016
"Kepler-1531 b","Transit",2016
"Kepler-1493 b","Transit",2016
"Kepler-1524 b","Transit",2016
"Kepler-1333 b","Transit",2016
"Kepler-137 c","Transit",2014
"Kepler-1372 b","Transit",2016
"Kepler-20 e","Transit",2011
"Kepler-1697 b","Transit",2020
"Kepler-434 b","Transit",2015
"Kepler-631 b","Transit",2016
"Kepler-569 b","Transit",2016
"K2-16 b","Transit",2015
"Kepler-1006 b","Transit",2016
"Kepler-1085 b","Transit",2016
"K2-246 b","Transit",2018
"K2-8 c","Transit",2016
"Kepler-177 b","Transit",2013
"Kepler-20 b","Transit",2011
"Kepler-1655 b","Transit",2018
"Kepler-169 d","Transit",2014
"Kepler-1636 b","Transit",2016
"Kepler-1404 b","Transit",2016
"Kepler-1503 b","Transit",2016
"Kepler-505 b","Transit",2016
"Kepler-1471 b","Transit",2016
"Kepler-154 b","Transit",2014
"Kepler-169 f","Transit",2014
"Kepler-655 b","Transit",2016
"Kepler-539 b","Transit",2016
"Kepler-405 b","Transit",2014
"NN Ser c","Eclipse Timing Variations",2010
"TOI-1338 b","Transit",2020
"K2-285 e","Transit",2018
"K2-98 b","Transit",2016
"Kepler-1285 b","Transit",2016
"Kepler-126 c","Transit",2014
"Kepler-1263 b","Transit",2016
"Kepler-190 c","Transit",2014
"HD 34445 g","Radial Velocity",2017
"HATS-53 b","Transit",2017
"HD 136352 c","Radial Velocity",2019
"HD 179949 b","Radial Velocity",2000
"Kepler-209 b","Transit",2014
"Kepler-219 d","Transit",2014
"Kepler-235 c","Transit",2014
"Kepler-249 c","Transit",2014
"Kepler-257 c","Transit",2014
"Kepler-272 c","Transit",2014
"XO-2 N b","Transit",2007
"WASP-97 b","Transit",2014
"WASP-100 b","Transit",2014
"HD 4917 b","Radial Velocity",2018
"HD 12661 c","Radial Velocity",2002
"Kepler-106 c","Transit",2014
"Kepler-1187 b","Transit",2016
"Kepler-1251 b","Transit",2016
"Kepler-1501 b","Transit",2016
"Kepler-1530 b","Transit",2016
"Kepler-1548 b","Transit",2016
"Kepler-1626 b","Transit",2016
"Kepler-1701 b","Transit",2020
"Kepler-1559 b","Transit",2016
"Kepler-554 b","Transit",2016
"Kepler-518 b","Transit",2016
"Kepler-534 b","Transit",2016
"Kepler-292 e","Transit",2014
"Kepler-286 d","Transit",2014
"Kepler-289 b","Transit",2014
"Kepler-299 d","Transit",2014
"Kepler-321 b","Transit",2014
"Kepler-372 d","Transit",2014
"HD 28678 b","Radial Velocity",2011
"KELT-6 c","Radial Velocity",2015
"Kepler-224 e","Transit",2014
"Kepler-399 c","Transit",2014
"Kepler-306 b","Transit",2014
"Kepler-1391 b","Transit",2016
"Kepler-1529 b","Transit",2016
"Kepler-19 b","Transit",2011
"Kepler-1542 d","Transit",2016
"Kepler-155 c","Transit",2014
"Kepler-520 c","Transit",2016
"LHS 1815 b","Transit",2020
"TOI-178 e","Transit",2021
"TOI-942 c","Transit",2020
"Kepler-922 b","Transit",2016
"Kepler-413 b","Transit",2014
"Kepler-47 d","Transit",2019
"Kepler-719 b","Transit",2016
"Kepler-843 b","Transit",2016
"Kepler-551 b","Transit",2016
"WASP-192 b","Transit",2019
"iot Dra b","Radial Velocity",2002
"KMT-2016-BLG-1836L b","Microlensing",2019
"OGLE-2014-BLG-1722L b","Microlensing",2018
"Kepler-627 b","Transit",2016
"51 Peg b","Radial Velocity",1995
"Kepler-186 c","Transit",2014
"Kepler-186 d","Transit",2014
"Kepler-169 c","Transit",2014
"Kepler-171 d","Transit",2014
"Kepler-186 e","Transit",2014
"Kepler-301 c","Transit",2014
"K2-95 b","Transit",2016
"K2-188 b","Transit",2018
"K2-36 b","Transit",2016
"Kepler-1379 b","Transit",2016
"Kepler-159 b","Transit",2014
"Kepler-602 b","Transit",2016
"Kepler-79 e","Transit",2014
"Kepler-722 c","Transit",2016
"Kepler-806 b","Transit",2016
"Kepler-838 b","Transit",2016
"BD-11 4672 b","Radial Velocity",2014
"GJ 180 d","Radial Velocity",2020
"CoRoT-4 b","Transit",2008
"HD 38529 b","Radial Velocity",2000
"HD 216435 b","Radial Velocity",2002
"Kepler-217 b","Transit",2014
"Kepler-215 d","Transit",2014
"Kepler-267 d","Transit",2014
"Kepler-265 d","Transit",2014
"Kepler-351 c","Transit",2014
"Kepler-444 d","Transit",2015
"Kepler-596 b","Transit",2016
"Kepler-634 b","Transit",2016
"Kepler-676 b","Transit",2016
"Kepler-683 b","Transit",2016
"Kepler-407 b","Transit",2014
"Kepler-466 b","Transit",2016
"Kepler-893 b","Transit",2016
"Kepler-918 b","Transit",2016
"Kepler-954 b","Transit",2016
"TYC 8998-760-1 b","Imaging",2020
"WASP-107 b","Transit",2017
"LHS 1140 c","Transit",2018
"EPIC 201170410.02","Transit",2020
"HD 67087 b","Radial Velocity",2015
"11 Com b","Radial Velocity",2007
"HD 47536 b","Radial Velocity",2002
"HD 80606 b","Radial Velocity",2001
"Kepler-468 b","Transit",2016
"Kepler-54 d","Transit",2014
"Kepler-699 b","Transit",2016
"Kepler-513 b","Transit",2016
"Kepler-780 b","Transit",2016
"Kepler-80 c","Transit",2012
"GJ 357 c","Radial Velocity",2019
"WASP-14 b","Transit",2008
"WASP-24 b","Transit",2010
"WASP-6 b","Transit",2009
"GJ 1252 b","Transit",2020
"Wolf 1061 d","Radial Velocity",2015
"eps CrB b","Radial Velocity",2012
"eps Ind A b","Radial Velocity",2019
"eps Tau b","Radial Velocity",2006
"rho CrB b","Radial Velocity",1997
"Kepler-770 b","Transit",2016
"Kepler-612 b","Transit",2016
"Kepler-900 b","Transit",2016
"Kepler-956 b","Transit",2016
"Kepler-988 b","Transit",2016
"Kepler-823 b","Transit",2016
"Kepler-1172 b","Transit",2016
"Kepler-1213 b","Transit",2016
"Kepler-1265 b","Transit",2016
"Kepler-1282 b","Transit",2016
"Kepler-255 d","Transit",2016
"Kepler-1625 b","Transit",2016
"tau Cet f","Radial Velocity",2017
"tau Cet g","Radial Velocity",2017
"ups And b","Radial Velocity",1996
"TOI-125 c","Transit",2019
"UKIRT-2017-BLG-001L b","Microlensing",2018
"HIP 14810 d","Radial Velocity",2009
"Kepler-108 b","Transit",2014
"HD 10180 e","Radial Velocity",2010
"V0391 Peg b","Pulsation Timing Variations",2007
"K2-202 b","Transit",2018
"HD 106270 b","Radial Velocity",2011
"Kepler-94 c","Radial Velocity",2014
"Kepler-868 b","Transit",2016
"Kepler-876 b","Transit",2016
"Kepler-904 b","Transit",2016
"Kepler-771 b","Transit",2016
"MOA-2010-BLG-328L b","Microlensing",2013
"Kepler-1162 b","Transit",2016
"Kepler-321 c","Transit",2014
"Kepler-1177 b","Transit",2016
"Kepler-1382 b","Transit",2016
"Kepler-148 d","Transit",2016
"TOI-270 b","Transit",2019
"WASP-21 b","Transit",2010
"GJ 536 b","Radial Velocity",2016
"XO-4 b","Transit",2008
"HD 102956 b","Radial Velocity",2010
"K2-150 b","Transit",2018
"Qatar-9 b","Transit",2019
"WASP-82 b","Transit",2015
"TRAPPIST-1 f","Transit",2017
"K2-257 b","Transit",2018
"TYC 3667-1280-1 b","Radial Velocity",2016
"WASP-126 b","Transit",2016
"GJ 3293 b","Radial Velocity",2015
"Kepler-454 c","Radial Velocity",2015
"Kepler-976 b","Transit",2016
"Kepler-363 d","Transit",2014
"Kepler-211 c","Transit",2014
"Kepler-576 b","Transit",2016
"Kepler-1578 b","Transit",2016
"Kepler-118 c","Transit",2014
"Kepler-671 b","Transit",2016
"Kepler-892 b","Transit",2016
"ups And c","Radial Velocity",1999
"HAT-P-44 c","Radial Velocity",2014
"HAT-P-54 b","Transit",2015
"Kepler-521 b","Transit",2016
"Kepler-942 b","Transit",2016
"8 UMi b","Radial Velocity",2015
"7 CMa b","Radial Velocity",2011
"HD 96127 b","Radial Velocity",2011
"HD 34445 e","Radial Velocity",2017
"Kepler-343 b","Transit",2014
"HAT-P-16 b","Transit",2010
"HD 11755 b","Radial Velocity",2015
"HD 240237 b","Radial Velocity",2011
"HD 142022 A b","Radial Velocity",2005
"HD 160691 e","Radial Velocity",2006
"Kepler-1516 b","Transit",2016
"Kepler-730 b","Transit",2016
"Kepler-692 b","Transit",2016
"Kepler-1444 b","Transit",2016
"Kepler-657 b","Transit",2016
"HATS-66 b","Transit",2018
"HD 13931 b","Radial Velocity",2009
"HATS-5 b","Transit",2014
"HD 106315 b","Transit",2017
"Kepler-647 b","Transit",2016
"Kepler-792 b","Transit",2016
"KOI-94 d","Transit",2013
"Kepler-77 b","Transit",2013
"Kepler-1060 b","Transit",2016
"Kepler-122 f","Transit Timing Variations",2014
"HD 164922 c","Radial Velocity",2016
"K2-107 b","Transit",2017
"HW Vir b","Eclipse Timing Variations",2012
"K2-165 c","Transit",2018
"HD 5319 c","Radial Velocity",2014
"Kepler-196 c","Transit",2014
"Kepler-174 c","Transit",2014
"HATS-43 b","Transit",2018
"EPIC 211945201 b","Transit",2018
"EPIC 212737443 b","Transit",2019
"HD 164922 b","Radial Velocity",2005
"HD 11506 b","Radial Velocity",2007
"HD 216520 c","Radial Velocity",2020
"CoRoT-17 b","Transit",2011
"GJ 876 c","Radial Velocity",2000
"Kepler-33 b","Transit",2011
"Kepler-417 b","Transit Timing Variations",2014
"Kepler-1309 b","Transit",2016
"Kepler-342 c","Transit",2014
"Kepler-1487 b","Transit",2016
"Kepler-1505 b","Transit",2016
"HIP 14810 b","Radial Velocity",2005
"HD 3167 c","Transit",2016
"HD 80653 b","Transit",2020
"Kepler-122 d","Transit",2014
"Kepler-1270 b","Transit",2016
"HIP 67851 c","Radial Velocity",2015
"K2-136 c","Transit",2017
"K2-15 b","Transit",2015
"K2-162 b","Transit",2018
"K2-126 b","Transit",2017
"Kepler-590 b","Transit",2016
"Kepler-678 b","Transit",2016
"Kepler-82 d","Transit",2014
"Kepler-975 b","Transit",2016
"Kepler-953 b","Transit",2016
"Kepler-84 b","Transit",2012
"Kepler-1368 b","Transit",2016
"Kepler-397 b","Transit",2014
"Kepler-357 c","Transit",2014
"Kepler-324 c","Transit",2014
"OGLE-2015-BLG-1670L b","Microlensing",2019
"Kepler-729 b","Transit",2016
"Kepler-199 c","Transit",2014
"Kepler-1542 c","Transit",2016
"Kepler-1564 b","Transit",2016
"Kepler-1607 b","Transit",2016
"Kepler-215 e","Transit",2014
"HD 233604 b","Radial Velocity",2013
"HD 40307 c","Radial Velocity",2009
"HD 13189 b","Radial Velocity",2005
"Kepler-268 b","Transit",2014
"KELT-3 b","Transit",2013
"Kepler-931 b","Transit",2016
"Kepler-84 d","Transit",2014
"Kepler-926 b","Transit",2016
"MOA-2010-BLG-117L b","Microlensing",2018
"Qatar-5 b","Transit",2017
"WASP-164 b","Transit",2018
"WASP-185 b","Transit",2019
"WASP-41 b","Transit",2012
"Wendelstein-2 b","Transit",2020
"YZ Cet d","Radial Velocity",2017
"WASP-73 b","Transit",2014
"Kepler-215 c","Transit",2014
"Kepler-1476 b","Transit",2016
"Kepler-254 d","Transit",2014
"Kepler-249 b","Transit",2014
"Kepler-292 d","Transit",2014
"Kepler-279 d","Transit",2013
"HD 192263 b","Radial Velocity",1999
"HD 23079 b","Radial Velocity",2001
"HD 96167 b","Radial Velocity",2009
"Kepler-424 c","Radial Velocity",2014
"HD 29021 b","Radial Velocity",2017
"OGLE-TR-56 b","Transit",2002
"HD 85390 b","Radial Velocity",2009
"Kepler-362 c","Transit",2014
"Kepler-902 b","Transit",2016
"Kepler-938 b","Transit",2016
"Kepler-996 b","Transit",2016
"PSR B1257+12 b","Pulsar Timing",1994
"MOA-2016-BLG-227L b","Microlensing",2017
"TOI-1899 b","Transit",2020
"K2-3 b","Transit",2015
"Kepler-358 b","Transit",2014
"Kepler-351 d","Transit",2016
"Kepler-375 c","Transit",2014
"Kepler-422 b","Transit",2014
"Kepler-42 c","Transit",2011
"HD 217850 b","Radial Velocity",2018
"HD 95089 c","Radial Velocity",2018
"HD 35759 b","Radial Velocity",2016
"bet UMi b","Radial Velocity",2014
"K2-18 c","Radial Velocity",2017
"HD 142245 b","Radial Velocity",2011
"HD 222155 b","Radial Velocity",2011
"HATS-11 b","Transit",2016
"HD 190007 b","Radial Velocity",2020
"HD 158038 b","Radial Velocity",2011
"Kepler-624 b","Transit",2016
"TOI-1266 c","Transit",2020
"Kepler-331 d","Transit",2014
"Kepler-276 b","Transit",2014
"TOI-237 b","Transit",2020
"Kepler-446 c","Transit",2015
"Kepler-681 b","Transit",2016
"Kepler-716 b","Transit",2016
"Kepler-536 b","Transit",2016
"Kepler-78 b","Transit",2013
"Kepler-510 b","Transit",2016
"Kepler-25 b","Transit",2011
"Kepler-935 b","Transit",2016
"Kepler-309 b","Transit",2014
"GJ 251 b","Radial Velocity",2020
"Kepler-341 b","Transit",2014
"HD 113996 b","Radial Velocity",2017
"GJ 433 c","Radial Velocity",2014
"CoRoT-31 b","Transit",2020
"HATS-64 b","Transit",2018
"HD 40307 g","Radial Velocity",2013
"Kepler-179 b","Transit",2014
"HD 70573 b","Radial Velocity",2007
"HD 154857 c","Radial Velocity",2014
"K2-255 b","Transit",2018
"Kepler-245 e","Transit",2016
"Kepler-695 b","Transit",2016
"Kepler-583 b","Transit",2016
"HD 30177 b","Radial Velocity",2002
"HD 175167 b","Radial Velocity",2009
"HD 166724 b","Radial Velocity",2012
"K2-136 b","Transit",2017
"Kepler-716 c","Transit",2020
"Kepler-1695 b","Transit",2020
"Kepler-354 b","Transit",2014
"Kepler-132 e","Transit",2016
"Kepler-937 c","Transit",2016
"Kepler-720 b","Transit",2016
"Kepler-1007 b","Transit",2016
"K2-228 b","Transit",2018
"K2-39 b","Transit",2016
"HD 21749 c","Transit",2019
"HD 45652 b","Radial Velocity",2008
"Kepler-327 b","Transit",2014
"Kepler-49 e","Transit",2014
"K2-43 b","Transit",2016
"HATS-2 b","Transit",2013
"CoRoT-23 b","Transit",2011
"Kepler-787 b","Transit",2016
"Kepler-93 b","Transit",2014
"Kepler-753 b","Transit",2016
"Kepler-730 c","Transit",2018
"Kepler-839 b","Transit",2016
"Kepler-1665 b","Transit",2020
"Kepler-610 b","Transit",2016
"Kepler-168 c","Transit",2014
"Kepler-703 b","Transit",2016
"Kepler-1450 b","Transit",2016
"Qatar-3 b","Transit",2017
"K2-192 b","Transit",2018
"HD 9446 c","Radial Velocity",2009
"Kepler-1258 b","Transit",2016
"Kepler-1409 b","Transit",2016
"Kepler-1287 b","Transit",2016
"Kepler-1133 b","Transit",2016
"HD 23472 b","Transit",2019
"HD 160691 c","Radial Velocity",2004
"HATS-13 b","Transit",2015
"HD 164595 b","Radial Velocity",2015
"HD 73267 b","Radial Velocity",2008
"TRAPPIST-1 e","Transit",2017
"55 Cnc e","Radial Velocity",2004
"HATS-70 b","Transit",2019
"GJ 676 A d","Radial Velocity",2012
"HD 220074 b","Radial Velocity",2012
"HD 11977 b","Radial Velocity",2005
"K2-190 b","Transit",2018
"HD 89345 b","Transit",2018
"HD 92788 c","Radial Velocity",2019
"HIP 65891 b","Radial Velocity",2015
"Kepler-1357 b","Transit",2016
"Kepler-134 b","Transit",2014
"Kepler-1464 b","Transit",2016
"Kepler-1675 b","Transit",2020
"Kepler-150 f","Transit",2017
"Kepler-1523 b","Transit",2016
"Kepler-263 b","Transit",2014
"HD 145457 b","Radial Velocity",2010
"HD 191939 c","Transit",2020
"WASP-47 b","Transit",2012
"Pr0211 b","Radial Velocity",2012
"HD 98649 b","Radial Velocity",2012
"K2-57 b","Transit",2016
"KOI-142 c","Transit",2013
"K2-86 b","Transit",2016
"KELT-16 b","Transit",2017
"HAT-P-6 b","Transit",2007
"K2-148 c","Transit",2018
"K2-174 b","Transit",2018
"K2-25 b","Transit",2015
"K2-253 b","Transit",2018
"Kepler-512 b","Transit",2016
"Kepler-59 b","Transit",2012
"Kepler-603 d","Transit",2016
"Kepler-435 b","Transit",2015
"Kepler-647 c","Transit",2020
"Kepler-658 b","Transit",2016
"HD 187085 b","Radial Velocity",2006
"Gl 686 b","Radial Velocity",2018
"EPIC 211822797 b","Transit",2016
"Gl 49 b","Radial Velocity",2019
"HATS-56 b","Transit",2019
"Kepler-881 b","Transit",2016
"Kepler-890 b","Transit",2016
"TRAPPIST-1 d","Transit",2016
"V830 Tau b","Radial Velocity",2016
"Kepler-981 b","Transit",2016
"OGLE-2007-BLG-368L b","Microlensing",2009
"K2-256 b","Transit",2018
"K2-147 b","Transit",2018
"K2-293 b","Transit",2019
"K2-42 b","Transit",2016
"KMT-2017-BLG-1038L b","Microlensing",2019
"KOI-55 b","Orbital Brightness Modulation",2011
"Kepler-607 b","Transit",2016
"Kepler-58 b","Transit",2012
"Kepler-663 b","Transit",2016
"Kepler-426 b","Transit",2014
"OGLE-2006-BLG-109L b","Microlensing",2008
"OGLE-2012-BLG-0838L b","Microlensing",2020
"KMT-2016-BLG-1820L b","Microlensing",2018
"HD 219828 c","Radial Velocity",2016
"Kepler-598 c","Transit",2020
"Kepler-1010 b","Transit",2016
"AU Mic b","Transit",2020
"GJ 887 c","Radial Velocity",2020
"Kepler-571 b","Transit",2016
"Kepler-859 b","Transit",2016
"HD 137388 b","Radial Velocity",2011
"HATS-50 b","Transit",2017
"HD 154345 b","Radial Velocity",2006
"Kepler-1077 b","Transit",2016
"Kepler-1173 b","Transit",2016
"Kepler-1563 b","Transit",2016
"Kepler-118 b","Transit",2014
"Kepler-1567 b","Transit",2016
"Kepler-151 c","Transit",2014
"PDS 70 b","Imaging",2018
"OGLE-2017-BLG-1049L b","Microlensing",2020
"NGTS-8 b","Transit",2019
"TOI-700 d","Transit",2020
"TYC 3318-01333-1 b","Radial Velocity",2018
"HIP 38594 c","Radial Velocity",2020
"Kepler-125 b","Transit",2014
"HD 110113 c","Radial Velocity",2021
"Kepler-424 b","Transit",2014
"Kepler-1095 b","Transit",2016
"K2-170 b","Transit",2018
"HD 76700 b","Radial Velocity",2002
"Kepler-1219 b","Transit",2016
"KMT-2016-BLG-0212L b","Microlensing",2018
"Kepler-1264 b","Transit",2016
"Kepler-115 b","Transit",2014
"Kepler-1340 b","Transit",2016
"Kepler-1495 b","Transit",2016
"Kepler-1403 b","Transit",2016
"Kepler-1449 b","Transit",2016
"Kepler-1439 b","Transit",2016
"Kepler-1602 b","Transit",2016
"GJ 163 d","Radial Velocity",2013
"omi UMa b","Radial Velocity",2012
"Gl 378 b","Radial Velocity",2019
"XO-2 S b","Radial Velocity",2014
"BD+48 740 b","Radial Velocity",2018
"Kepler-1109 b","Transit",2016
"Kepler-896 b","Transit",2016
"Kepler-85 c","Transit",2012
"Kepler-1196 b","Transit",2016
"Kepler-203 d","Transit",2014
"Kepler-1146 b","Transit",2016
"Kepler-365 c","Transit",2014
"Kepler-374 b","Transit",2014
"Kepler-403 b","Transit",2014
"Kepler-39 b","Transit",2011
"Kepler-28 b","Transit",2011
"Kepler-296 d","Transit",2014
"Kepler-1580 b","Transit",2016
"Kepler-65 b","Transit",2012
"Kepler-1595 b","Transit",2016
"Kepler-211 b","Transit",2014
"Kepler-299 b","Transit",2014
"Kepler-228 b","Transit",2014
"CHXR 73 b","Imaging",2006
"EPIC 212424622 b","Transit",2019
"HD 108236 b","Transit",2020
"WASP-44 b","Transit",2011
"HD 219134 b","Radial Velocity",2015
"Kepler-1467 b","Transit",2016
"Kepler-198 b","Transit",2014
"Kepler-608 b","Transit",2016
"Kepler-133 b","Transit",2014
"HD 177565 b","Radial Velocity",2017
"Kepler-310 d","Transit",2014
"Kepler-377 b","Transit",2014
"Kepler-308 c","Transit",2014
"Kepler-322 c","Transit",2014
"Kepler-33 e","Transit",2011
"TOI-481 b","Transit",2020
"Kepler-247 c","Transit",2014
"Kepler-326 b","Transit",2014
"Kepler-229 c","Transit",2014
"Kepler-237 b","Transit",2014
"Kepler-234 c","Transit",2014
"Kepler-25 c","Transit",2011
"HD 47366 b","Radial Velocity",2016
"HD 5891 b","Radial Velocity",2011
"HD 50554 b","Radial Velocity",2002
"HD 217786 b","Radial Velocity",2011
"HD 109749 b","Radial Velocity",2005
"K2-115 b","Transit",2017
"HD 88133 b","Radial Velocity",2004
"K2-90 b","Transit",2016
"K2-233 b","Transit",2018
"Kepler-1059 b","Transit",2016
"WASP-174 b","Transit",2018
"WASP-29 b","Transit",2010
"OGLE-2018-BLG-1269L b","Microlensing",2020
"TOI-125 b","Transit",2019
"WASP-119 b","Transit",2016
"Kepler-26 b","Transit",2011
"Kepler-270 c","Transit",2014
"Kepler-244 b","Transit",2014
"Kepler-307 b","Transit",2013
"Kepler-259 b","Transit",2014
"Kepler-260 b","Transit",2014
"HD 159868 c","Radial Velocity",2012
"HD 197037 b","Radial Velocity",2012
"HD 211970 b","Radial Velocity",2019
"HD 285507 b","Radial Velocity",2013
"KMT-2016-BLG-1397L b","Microlensing",2018
"Kepler-114 b","Transit",2014
"Kepler-1574 b","Transit",2016
"Kepler-475 b","Transit",2016
"Kepler-474 b","Transit",2016
"Kepler-1319 b","Transit",2016
"Kepler-1299 b","Transit",2016
"OGLE-2013-BLG-1721L b","Microlensing",2017
"TOI-169 b","Transit",2020
"gam 1 Leo b","Radial Velocity",2009
"GJ 1061 d","Radial Velocity",2020
"GJ 832 b","Radial Velocity",2008
"Kepler-391 c","Transit",2014
"Kepler-749 b","Transit",2016
"Kepler-709 b","Transit",2016
"Kepler-669 b","Transit",2016
"Kepler-549 c","Transit",2016
"Kepler-56 b","Transit",2012
"K2-138 g","Transit",2021
"K2-195 b","Transit",2018
"Kepler-140 c","Transit",2014
"Kepler-1423 b","Transit",2016
"Kepler-1188 b","Transit",2016
"Kepler-1324 b","Transit",2016
"Kepler-1362 b","Transit",2016
"Kepler-1369 b","Transit",2016
"Kepler-1378 b","Transit",2016
"Kepler-1468 c","Transit",2016
"Kepler-1486 b","Transit",2016
"HATS-29 b","Transit",2016
"HD 192310 c","Radial Velocity",2011
"HD 219134 c","Radial Velocity",2015
"HD 23472 c","Transit",2019
"HD 221420 b","Radial Velocity",2019
"HD 72490 b","Transit",2018
"HD 60532 c","Radial Velocity",2008
"HD 66428 b","Radial Velocity",2005
"2MASS J21402931+1625183 A b","Imaging",2009
"18 Del b","Radial Velocity",2008
"Kepler-986 b","Transit",2016
"MOA-bin-1L b","Microlensing",2012
"WASP-1 b","Transit",2007
"WASP-95 b","Transit",2014
"gam Lib c","Radial Velocity",2018
"TOI-150.01","Transit",2019
"HD 25015 b","Radial Velocity",2019
"GJ 676 A b","Radial Velocity",2010
"alf Ari b","Radial Velocity",2010
"Kepler-995 b","Transit",2016
"Kepler-340 c","Transit",2014
"Kepler-416 c","Transit Timing Variations",2014
"Kepler-633 b","Transit",2016
"Kepler-575 b","Transit",2016
"Kepler-320 b","Transit",2014
"Kepler-406 c","Transit",2014
"HD 171028 b","Radial Velocity",2007
"GJ 179 b","Radial Velocity",2009
"GJ 3942 b","Radial Velocity",2017
"KIC 10001893 d","Orbital Brightness Modulation",2014
"OGLE-2013-BLG-0102L b","Microlensing",2014
"ups And d","Radial Velocity",1999
"Kepler-376 b","Transit",2014
"Kepler-369 b","Transit",2014
"Kepler-391 b","Transit",2014
"CoRoT-22 b","Transit",2014
"K2-139 b","Transit",2017
"Kepler-1561 b","Transit",2016
"K2-268 c","Transit",2018
"1RXS J160929.1-210524 b","Imaging",2008
"HAT-P-50 b","Transit",2015
"Kepler-227 b","Transit",2014
"Kepler-520 b","Transit",2016
"MOA-2010-BLG-477L b","Microlensing",2012
